0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.014035,0.97098,0.99435,0.004,0.020924,0.091481,0.12842,0.079548,0.33864,0,0,0,0,0,0,0,0.30271,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.017787,0.20025,0.22362,-0.0431,-0.01318,0.057377,0.094314,0.045444,0.30453,0,0,0,0,0,0,0,0.28006,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.064108,0.7834,0.80677,-0.093513,-0.0723,0.0132,0.0388,-0.010243,0.24884,0,0,0,0,0,0,0,0.22774,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.069588,0.83308,0.85645,-0.1008,-0.083,-0.0055966,0,-0.017529,0.24156,0,0,0,0,0,0,0,0.22112,0,0,0,0,0
0,0,0,0,0,0.0552,0,0,0,-0.0551,0.08,0.1147,-0.12863,-0.10398,-0.033426,0.0035112,-0.045359,0.21373,-0.0077,0,0,0,0,0,0,0.1923,0,0,0,0,0
0,0,0,0,-0.0589,0,0,0.0618,0,-0.12,0.0093,0.0352,-0.20947,-0.18483,-0.11427,-0.077334,-0.1262,0.13288,0,-0.0039,0,0,0,0,0,0.1618,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.11782,1.2703,1.2937,-0.16493,-0.0652,-0.069729,0,-0.081662,-0.0958,0,0,0,0,0,0,0,0.16281,0,0,0,0,0
0,0,0,0,0,-0.0595,0,0,0,-0.1669,-0.1223,-0.20603,-0.28459,-0.2619,-0.18939,-0.15245,-0.20132,0.057766,0,0,0,0,-0.0481,0,0,0.0575,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.13728,1.6089,1.6323,-0.18495,-0.2209,-0.089746,-0.052809,-0.10168,0.15741,0,0,0,0,0,0,0,0.14294,0,0,0,0,0
0.082792,0.08236,0.11039,0.11364,0.12,0.135,0.14226,0.1486,0.15435,0,0.0272,0.0729,0,0,0,0,0,0,0.025137,0.0907,0.14018,0.1412,0.0683,0.0905,0,0.1652,0,0,0,0,0
-0.35369,-0.17945,-0.2405,-0.2435,-0.0302,0.0418,-0.26984,0.1329,-0.31597,0.0091,0,0,0,0,0,0,0,0,-0.1399,-0.0107,0.013511,0.014528,-0.07761,-0.0037566,0,0.1329,0,0,0,0,0
-0.39187,-0.21764,-0.27869,-0.28168,-0.0915,-0.0063,-0.30802,0.077304,-0.35416,-0.0515,0,0,0,0,0,0,0,0,-0.056335,-0.0036,0.058709,0.059727,-0.032411,0.041442,0,0.0752,0,0,0,0,0
0.0196,0.0714,0.10758,0.11415,0.12923,0.19589,0.17192,0.25728,0.19191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009238,0.030241,0.0895,0.0975,0.10402,0.17069,0.1011,0.2302,0.2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1246,0,0,0,0,0,0
-0.058019,-0.037016,0,0.021684,0.036761,0.10343,0.079456,0.16482,0.099445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1551,0,0,0,0,0
-0.093738,-0.072735,-0.0254,0.0172,0.0010422,0.067711,0.0211,0.1291,0.063726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.046479,-0.025476,0.026659,0.033223,0.048301,0.11497,0.090996,0.17636,0.11098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.29433,-0.27333,-0.22119,-0.21463,-0.19955,-0.13288,0.1124,-0.071497,-0.13687,0,0,0,0,0,0,0,0,0,-0.2342,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.2149,0,0,0,0,0.11149,0.1704,0.10968,0,0,0,0,0,0.2834,0,0,0,0,0,0,0.0863,0.1901,0.24853,0.23166,0.30931,0.28575,0.2711
0,0,0,0,0,0.1389,0,0,0,0.0338,0.0378,0.0434,0,0,0,0,0,0,0,0,0,0,0,0,-0.00092532,0.0783,0.1574,0.1264,0.21889,0.19534,0
0,0,0,0,0,0,0,0,0,-0.025498,0.000556,-0.027306,0,0,0,0,0,0,0,0,0,0,0,0,-0.092052,-0.0034689,0.066988,0.0521,0.1315,0.10421,0
0,0,0,0,0,0,0,0,0,-0.026581,-0.0005276,-0.02839,0,0,0,0,0,0,0,0,0,0,0,0,-0.093353,-0.0047692,0.065688,0.0478,0.12646,0.10291,0
0,0,0,0,0,0,0,0.1418,0,0.0307,0.074041,0.046178,0,0,0,0,0,0,0,0,0,0,0,0,-0.031848,0.056735,0.12719,0.11032,0.18797,0.16442,0
0,0,0,0,0,0,0,0,0,-0.0026,-0.0046193,-0.032482,0,0,0,0,0,0,0,0,0,0,0,0,-0.12624,-0.037657,0.0328,0.022,0.0864,0.071,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085,0,0,0,0,-0.037,0.071198,0.17969,0.18125,0.10488,0.21785,0,0,0,0,0,0,0.1512
0.03143,0.03975,0.097821,0.10478,0.0965,0.1707,0.16599,0.2268,0.18998,0.1068,0.0388,0.0991,0,0,-0.0407,0,0,0,-0.1757,-0.0239,0.060692,0.062248,-0.014118,0.098847,0,0,0,0,0,0,0.0841
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24687,-0.1376,-0.031297,-0.029741,-0.10611,0.0068581,0,0,0,0,0,0,0.1442
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22829,-0.1008,-0.0179,-0.014,-0.087532,0.0178,0,0,0,0,0,0,0.1169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3248,-0.21773,-0.1156,-0.10767,-0.18404,-0.0624,0,0,0,0,0,0,0.16049
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.298,-0.19093,-0.082433,-0.080877,-0.15724,-0.0494,0,0,0,0,0,0,0.12045
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963,0,0,0,0,0,-0.0959,0.064,0.1492,0.1207,0.24435,0.20914,0
